"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-286 0.139550369700778 4 10 "GO:0000123;GO:0031248;GO:1902493" "acetyltransferase complex" 0.648346727096172
-17 0.947424849270524 4 6 "GO:0000136;GO:0031501" "mannosyltransferase complex" 0.981513912029366
100 0.776184085599797 2 3 "GO:0000152" "nuclear ubiquitin ligase complex" 0.98065566545154
-424 0.22973521200878 5 3 "GO:0000214" "tRNA-intron endonuclease complex" 0.750051301789626
739 0.0871891588900418 3 2 "GO:0000775" "chromosome, centromeric region" 0.605541274771567
866 0.0451240110517008 6 2 "GO:0000794;GO:0000228;GO:0000793" "condensed chromosome" 0.40038204984281
-110 0.800178625484259 2 2 "GO:0000974" "Prp19 complex" 0.98065566545154
6 0.938615439684114 2 64 "GO:0005576" "extracellular region" 0.981513912029366
796 0.00361894239860413 2 5 "GO:0005581" "collagen trimer" 0.212311287384776
411 0.341864356421405 3 2 "GO:0005604;GO:0062023" "collagen-containing extracellular matrix" 0.813082793650909
2 0.972501100727571 1 93 "GO:0005622" "intracellular" 0.989365281665043
3 0.921804818588901 2 363 "GO:0005634;GO:0043231;GO:0043227" "membrane-bounded organelle" 0.981513912029366
371 0.293000782079997 2 3 "GO:0005643" "nuclear pore" 0.808646635064264
156 0.134471651252974 2 35 "GO:0005657" "replication fork" 0.648346727096172
-44 0.920182536258643 2 2 "GO:0005663" "DNA replication factor C complex" 0.981513912029366
-434 0.314928643444042 2 2 "GO:0005664;GO:0000808" "nuclear origin of replication recognition complex" 0.808646635064264
-179 0.512881797494472 2 5 "GO:0005665" "RNA polymerase II, core complex" 0.956637912493728
-20 0.94805321048291 8 4 "GO:0005666" "RNA polymerase III complex" 0.981513912029366
-159 2.58345483292805e-05 2 305 "GO:0005667" "transcription factor complex" 0.00454688050595337
-305 0.221929467637983 2 6 "GO:0005669;GO:0090575;GO:0044798" "RNA polymerase II transcription factor complex" 0.750051301789626
-113 0.79481248827753 3 2 "GO:0005680" "anaphase-promoting complex" 0.98065566545154
-137 0.655432747777337 3 4 "GO:0005681" "spliceosomal complex" 0.956637912493728
-124 0.650739983562689 5 5 "GO:0005685" "U1 snRNP" 0.956637912493728
-41 0.924782150264018 3 2 "GO:0005688" "U6 snRNP" 0.981513912029366
220 0.232976886888625 2 11 "GO:0005694" "chromosome" 0.750051301789626
7 0.939071197460522 5 42 "GO:0005730" "nucleolus" 0.981513912029366
-336 0.436638221072154 3 2 "GO:0005732" "small nucleolar ribonucleoprotein complex" 0.89358519661278
-145 0.0207053138210592 2 99 "GO:0005737" "cytoplasm" 0.382588206613228
132 0.337412470988301 2 20 "GO:0005739" "mitochondrion" 0.813082793650909
246 0.56910775125544 3 2 "GO:0005740;GO:0031967;GO:0031975" "mitochondrial envelope" 0.956637912493728
-662 0.125518116205886 5 2 "GO:0005741;GO:0031968;GO:0019867" "mitochondrial outer membrane" 0.648346727096172
233 0.58971643960295 4 2 "GO:0005759;GO:0070013;GO:0043233;GO:0031974" "intracellular organelle lumen" 0.956637912493728
248 0.565967969331697 4 2 "GO:0005762;GO:0000315" "mitochondrial large ribosomal subunit" 0.956637912493728
155 0.613395152955722 4 4 "GO:0005763;GO:0000314" "mitochondrial small ribosomal subunit" 0.956637912493728
20 0.964426640640701 3 2 "GO:0005764;GO:0000323;GO:0005773" "vacuole" 0.988744952372717
-367 0.395489128737057 3 2 "GO:0005768" "endosome" 0.870076083221525
341 0.0372263403814195 2 14 "GO:0005777;GO:0042579" "microbody" 0.40038204984281
232 0.510541588805265 2 3 "GO:0005778;GO:0031903" "peroxisomal membrane" 0.956637912493728
39 0.912987093609219 3 3 "GO:0005779;GO:0031231" "intrinsic component of peroxisomal membrane" 0.981513912029366
-226 0.139983952441219 2 16 "GO:0005783" "endoplasmic reticulum" 0.648346727096172
-31 0.943204233642554 3 2 "GO:0005786;GO:0048500" "signal recognition particle" 0.981513912029366
-144 0.637188905196409 3 4 "GO:0005789" "endoplasmic reticulum membrane" 0.956637912493728
-147 0.323194642913683 2 17 "GO:0005794" "Golgi apparatus" 0.808646635064264
-117 0.613165789459653 4 7 "GO:0005802;GO:0098791;GO:0031984" "trans-Golgi network" 0.956637912493728
69 0.782433941727413 2 6 "GO:0005813" "centrosome" 0.98065566545154
383 0.37582439738459 3 2 "GO:0005814" "centriole" 0.8616564926017
-87 0.549395043273636 2 18 "GO:0005815" "microtubule organizing center" 0.956637912493728
67 0.806265632198159 2 5 "GO:0005829" "cytosol" 0.98065566545154
459 0.193471099139819 2 3 "GO:0005835" "fatty acid synthase complex" 0.719018398514518
-254 0.272920874276299 2 7 "GO:0005839" "proteasome core complex" 0.787443833977518
99 0.0421577760672764 3 172 "GO:0005840" "ribosome" 0.40038204984281
282 0.51465005339577 3 2 "GO:0005845" "mRNA cap binding complex" 0.956637912493728
749 0.0338737432306199 3 3 "GO:0005846" "nuclear cap binding complex" 0.40038204984281
37 0.790643177938193 2 19 "GO:0005852" "eukaryotic translation initiation factor 3 complex" 0.98065566545154
716 0.0423766455853417 2 3 "GO:0005853" "eukaryotic translation elongation factor 1 complex" 0.40038204984281
-182 0.184933978674241 5 20 "GO:0005856" "cytoskeleton" 0.719018398514518
2 0.994442056153645 4 4 "GO:0005858" "axonemal dynein complex" 0.997358001784485
311 0.378684865129912 4 3 "GO:0005868" "cytoplasmic dynein complex" 0.8616564926017
180 0.677925608764512 2 2 "GO:0005871" "kinesin complex" 0.962216993085114
20 0.757918077833743 6 91 "GO:0005874;GO:0099513;GO:0099512;GO:0099081;GO:0099080" "microtubule" 0.98065566545154
42 0.818914059036404 2 11 "GO:0005875" "microtubule associated complex" 0.98065566545154
-443 0.147706801923481 2 4 "GO:0005885" "Arp2/3 protein complex" 0.655397333613766
97 0.202357149382003 2 66 "GO:0005886" "plasma membrane" 0.719018398514518
-33 0.848441718617739 2 13 "GO:0005887;GO:0031226" "intrinsic component of plasma membrane" 0.98065566545154
57 0.792961700223652 4 8 "GO:0005891;GO:0034704" "voltage-gated calcium channel complex" 0.98065566545154
-253 0.407136771733805 3 4 "GO:0005911" "cell-cell junction" 0.873854534453045
