NC_035780.1	99840	106460	7
NC_035780.1	258108	272839	234
NC_035780.1	273173	278473	41
NC_035780.1	281547	293861	111
NC_035780.1	297131	311654	109
NC_035780.1	315522	340261	66
NC_035780.1	341638	349379	26
NC_035780.1	349425	360957	21
NC_035780.1	372174	376974	1
NC_035780.1	380454	392035	2
NC_035780.1	394983	409280	153
NC_035780.1	409477	415627	26
NC_035780.1	544088	573497	269
NC_035780.1	573630	585444	158
NC_035780.1	604924	622983	152
NC_035780.1	625970	662443	116
NC_035780.1	663525	671754	77
NC_035780.1	671959	675504	8
NC_035780.1	682820	730982	1
NC_035780.1	731072	776437	70
NC_035780.1	777050	782032	24
NC_035780.1	908503	921086	124
NC_035780.1	921228	923103	3
NC_035780.1	938662	951816	106
NC_035780.1	970363	981628	1
NC_035780.1	984471	995318	109
NC_035780.1	995489	1008165	26
NC_035780.1	1038480	1053423	6
NC_035780.1	1432944	1458091	7
NC_035780.1	1449970	1456485	7
NC_035780.1	1503802	1513830	27
NC_035780.1	1513765	1522483	36
NC_035780.1	1630358	1641055	20
NC_035780.1	1720303	1741095	2
NC_035780.1	1763699	1778839	7
NC_035780.1	1882143	1890106	73
NC_035780.1	1919019	1926830	41
NC_035780.1	1928718	1940217	66
NC_035780.1	1940413	1952761	144
NC_035780.1	1955555	1981097	138
NC_035780.1	1982711	1993041	73
NC_035780.1	2008426	2020602	1
NC_035780.1	2028071	2046722	58
NC_035780.1	2463664	2478866	97
NC_035780.1	2478727	2492972	54
NC_035780.1	2524425	2553408	128
NC_035780.1	2554181	2599559	363
NC_035780.1	2653510	2664271	48
NC_035780.1	2665069	2670707	21
NC_035780.1	2677962	2698757	57
NC_035780.1	2715859	2743633	99
NC_035780.1	2743875	2762522	62
NC_035780.1	2764023	2768283	31
NC_035780.1	2768318	2771708	32
NC_035780.1	2919222	2924444	29
NC_035780.1	2931744	2936496	66
NC_035780.1	2993656	2996780	25
NC_035780.1	3026213	3049596	1
NC_035780.1	3034858	3043005	1
NC_035780.1	3196099	3211319	70
NC_035780.1	3211541	3232507	67
NC_035780.1	3571851	3586138	11
NC_035780.1	3590620	3602303	41
NC_035780.1	3603654	3635803	3
NC_035780.1	3637454	3642567	4
NC_035780.1	3672033	3679631	5
NC_035780.1	3696069	3702892	13
NC_035780.1	3771199	3779809	8
NC_035780.1	3821736	3830259	8
NC_035780.1	3833913	3850572	22
NC_035780.1	3855403	3879259	12
NC_035780.1	3920144	3928549	20
NC_035780.1	3930723	3933945	3
NC_035780.1	3977190	3992465	2
NC_035780.1	3996432	4013875	18
NC_035780.1	4035331	4046467	5
NC_035780.1	4063705	4068299	13
NC_035780.1	4075792	4090455	22
NC_035780.1	4111587	4123104	19
NC_035780.1	4126655	4142083	5
NC_035780.1	4180766	4184023	7
NC_035780.1	4184237	4187276	3
NC_035780.1	4189520	4197602	7
NC_035780.1	4282771	4298209	88
NC_035780.1	4301652	4307708	11
NC_035780.1	4354977	4367161	18
NC_035780.1	4528857	4535657	20
NC_035780.1	4593889	4598966	11
NC_035780.1	4600555	4637023	11
NC_035780.1	4638763	4655938	44
NC_035780.1	4917459	4942587	5
NC_035780.1	4959372	4991977	22
NC_035780.1	4992543	5016848	1
NC_035780.1	5020866	5041322	2
NC_035780.1	5039897	5074279	2
NC_035780.1	5090616	5128577	22
NC_035780.1	5129687	5139634	8
NC_035780.1	5170006	5210712	34
NC_035780.1	5527458	5918223	15
NC_035780.1	5549998	5566416	7
NC_035780.1	5797011	5805118	8
NC_035780.1	5986885	5995339	12
NC_035780.1	6079947	6105371	52
NC_035780.1	6105477	6115961	28
NC_035780.1	6239612	6242277	3
NC_035780.1	6322730	6334798	5
NC_035780.1	6337712	6355573	23
NC_035780.1	6364641	6369949	16
NC_035780.1	6372753	6379231	7
NC_035780.1	6379352	6383718	1
NC_035780.1	6388510	6406759	13
NC_035780.1	6409665	6416204	35
NC_035780.1	6419625	6431055	24
NC_035780.1	6431294	6437528	13
NC_035780.1	6437734	6448112	62
NC_035780.1	6457204	6460225	7
NC_035780.1	6460297	6474099	62
NC_035780.1	6474130	6609428	306
NC_035780.1	6479778	6493047	22
NC_035780.1	6516411	6520870	38
NC_035780.1	6525805	6532825	23
NC_035780.1	6536379	6539633	7
NC_035780.1	6542095	6544991	9
NC_035780.1	6552195	6558340	2
NC_035780.1	6566125	6570345	7
NC_035780.1	6572349	6578675	8
NC_035780.1	6581579	6583787	5
NC_035780.1	6593639	6595665	26
NC_035780.1	6600411	6604956	31
NC_035780.1	6609614	6617540	25
NC_035780.1	6618151	6624011	7
NC_035780.1	6676126	6717050	2
NC_035780.1	6784469	6796441	6
NC_035780.1	6812526	6823506	2
NC_035780.1	7103281	7115773	11
NC_035780.1	7115931	7134979	6
NC_035780.1	7180204	7194894	7
NC_035780.1	7221259	7230149	16
NC_035780.1	7295075	7306858	91
