NC_035780.1	13578	14594	6
NC_035780.1	28961	33324	103
NC_035780.1	43111	66897	440
NC_035780.1	85606	95254	275
NC_035780.1	99840	106460	87
NC_035780.1	108305	110077	68
NC_035780.1	151859	157536	174
NC_035780.1	163809	183798	492
NC_035780.1	164820	166793	37
NC_035780.1	169468	170178	7
NC_035780.1	190449	193594	99
NC_035780.1	204243	207743	103
NC_035780.1	214891	215322	26
NC_035780.1	219451	225076	101
NC_035780.1	227734	231964	99
NC_035780.1	232863	240144	189
NC_035780.1	245532	253042	132
NC_035780.1	258108	272839	299
NC_035780.1	273173	278473	63
NC_035780.1	281547	293861	207
NC_035780.1	297131	311654	264
NC_035780.1	315522	340261	233
NC_035780.1	341638	349379	107
NC_035780.1	349425	360957	121
NC_035780.1	366837	370670	159
NC_035780.1	372174	376974	64
NC_035780.1	380454	392035	437
NC_035780.1	394983	409280	212
NC_035780.1	409477	415627	99
NC_035780.1	444907	453310	131
NC_035780.1	485479	500367	356
NC_035780.1	502147	508829	237
NC_035780.1	511797	526500	450
NC_035780.1	526525	542191	468
NC_035780.1	527850	534541	177
NC_035780.1	544088	573497	425
NC_035780.1	573630	585444	220
NC_035780.1	604924	622983	253
NC_035780.1	625970	662443	362
NC_035780.1	663525	671754	126
NC_035780.1	671959	675504	34
NC_035780.1	682820	730982	1034
NC_035780.1	686400	724737	784
NC_035780.1	731072	776437	427
NC_035780.1	777050	782032	75
NC_035780.1	786318	790538	118
NC_035780.1	790827	792748	24
NC_035780.1	794545	800915	159
NC_035780.1	802779	829369	636
NC_035780.1	831309	836828	106
NC_035780.1	841204	844397	121
NC_035780.1	848082	854748	185
NC_035780.1	860083	865303	188
NC_035780.1	866950	870208	135
NC_035780.1	873286	876502	138
NC_035780.1	884611	885996	54
NC_035780.1	886637	897738	319
NC_035780.1	900326	903430	71
NC_035780.1	904241	905671	47
NC_035780.1	908503	921086	195
NC_035780.1	921228	923103	29
NC_035780.1	927409	934670	262
NC_035780.1	938662	951816	180
NC_035780.1	957967	963094	173
NC_035780.1	962702	964602	47
NC_035780.1	970363	981628	393
NC_035780.1	984471	995318	168
NC_035780.1	995489	1008165	126
NC_035780.1	1038480	1053423	454
NC_035780.1	1101448	1190874	2281
NC_035780.1	1229194	1261514	741
NC_035780.1	1280831	1282416	46
NC_035780.1	1321893	1323311	47
NC_035780.1	1332677	1336216	172
NC_035780.1	1357834	1359771	32
NC_035780.1	1389975	1399847	265
NC_035780.1	1432944	1458091	617
NC_035780.1	1449970	1456485	205
NC_035780.1	1503802	1513830	244
NC_035780.1	1513765	1522483	262
NC_035780.1	1543472	1545772	43
NC_035780.1	1547067	1548720	35
NC_035780.1	1575100	1575558	7
NC_035780.1	1584884	1591482	224
NC_035780.1	1630358	1641055	325
NC_035780.1	1674069	1678920	135
NC_035780.1	1720303	1741095	546
NC_035780.1	1763699	1778839	436
NC_035780.1	1821446	1834660	426
NC_035780.1	1838755	1841281	25
NC_035780.1	1840607	1842557	27
NC_035780.1	1848220	1849477	40
NC_035780.1	1856841	1863697	181
NC_035780.1	1874661	1878188	132
NC_035780.1	1878806	1881983	96
NC_035780.1	1882143	1890106	152
NC_035780.1	1892805	1898535	124
NC_035780.1	1919019	1926830	90
NC_035780.1	1928718	1940217	156
