NC_035780.1	2931744	2936496	1
NC_035780.1	23733774	23761883	1
NC_035780.1	32697475	32718987	1
NC_035780.1	36251202	36284517	1
NC_035780.1	51195169	51484384	1
NC_035780.1	63199975	63216977	1
NC_035781.1	6341116	6366119	1
NC_035781.1	12980147	12997540	1
NC_035781.1	24118887	24179244	1
NC_035781.1	30611656	30628408	1
NC_035781.1	40730165	40800174	1
NC_035781.1	53495604	53513542	1
NC_035782.1	7787287	7803920	1
NC_035782.1	13780462	13783863	2
NC_035782.1	13795212	13822010	2
NC_035782.1	20974581	20988442	1
NC_035782.1	40291933	40317010	1
NC_035782.1	40855462	40903364	1
NC_035782.1	50262661	50275592	1
NC_035782.1	58886345	58893566	1
NC_035782.1	58924168	58967420	1
NC_035782.1	64504494	64535396	1
NC_035782.1	68611819	68621721	1
NC_035782.1	70119043	70157302	1
NC_035782.1	71107090	71112308	1
NC_035783.1	10946540	10955009	1
NC_035783.1	20945589	20975037	1
NC_035783.1	45433655	45481248	1
NC_035784.1	492856	506173	1
NC_035784.1	12701003	12710869	1
NC_035784.1	36791265	36801233	1
NC_035784.1	37707964	37715195	1
NC_035784.1	44590677	44593259	1
NC_035784.1	48619386	48623487	1
NC_035784.1	68652998	68721088	1
NC_035784.1	86861250	86913712	1
NC_035785.1	16142309	16154278	1
NC_035785.1	31870553	31885515	1
NC_035785.1	36230415	36270023	1
NC_035786.1	53578807	53596609	1
NC_035786.1	57042999	57066098	1
NC_035787.1	10311449	10353830	1
NC_035787.1	28770266	28849084	2
NC_035787.1	45920011	45934396	1
NC_035787.1	52934771	52944652	1
NC_035787.1	59151427	59195113	1
NC_035787.1	59166393	59168383	1
NC_035787.1	69868997	69893822	1
NC_035788.1	20096599	20548306	1
NC_035788.1	42704671	42723149	1
NC_035788.1	51461798	51495130	1
NC_035788.1	66968589	66993270	1
