"gene_id","Mod_Membership"
"LOC111124284",0
"LOC111126536",0
"LOC111134829",0
"LOC111125081",0
"LOC111127084",0
"LOC111127085",0
"LOC111122848",0
"LOC111125479",0
"LOC111126006",0.434734085455687
"LOC111126005",0
"LOC111123796",0
"LOC111123797",0
"LOC111122875",0
"LOC111125480",0
"LOC111125482",0
"LOC111125481",0
"LOC111127391",0
"LOC111126676",0
"LOC111123406",0
"LOC111123407",0
"LOC111123408",0
"LOC111126235",0
"LOC111126236",0
"LOC111126234",0
"LOC111124989",0
"LOC111126555",0
"LOC111124288",0
"LOC111124584",0
"LOC111124583",0
"LOC111123248",0
"LOC111125304",0
"LOC111127452",0
"LOC111127007",0
"LOC111127536",0
"LOC111125431",0
"LOC111125429",0
"LOC111125428",0
"LOC111125379",0
"LOC111123360",0
"LOC111125320",0
"LOC111125323",0
"LOC111126197",0
"LOC111125797",0
"LOC111123894",0
"LOC111123896",0
"LOC111123897",0
"LOC111126890",0
"LOC111123362",0
"LOC111126905",0
"LOC111126300",0
"LOC111125001",0
"LOC111122738",0
"LOC111123785",0
"LOC111123784",0
"LOC111125107",0
"LOC111126803",0
"LOC111126802",0
"LOC111126804",0
"LOC111126179",0
"LOC111122581",0
"LOC111125280",0
"LOC111125042",0
"LOC111126101",0
"LOC111123822",0
"LOC111125206",0
"LOC111124614",0
"LOC111124615",0
"LOC111124613",0
"LOC111126331",0
"LOC111123421",0
"LOC111126991",0
"LOC111123490",0
"LOC111125293",0
"LOC111109754",0
"LOC111125999",0
"LOC111125043",0
"LOC111125046",0
"LOC111122567",0
"LOC111123091",0
"LOC111123090",0
"LOC111103974",0
"LOC111122956",0
"LOC111124655",0
"LOC111124656",0
"LOC111123400",0
"LOC111125643",0
"LOC111126068",0
"LOC111123965",0
"LOC111123966",0
"LOC111123969",0
"LOC111123968",0
"LOC111127242",0
"LOC111126209",0
"LOC111123033",0
"LOC111122969",0
"LOC111125478",0
"LOC111127525",0
"LOC111126333",0
"LOC111123575",0
"LOC111126537",0
"LOC111126669",0
"LOC111123571",0
"LOC111126424",0
"LOC111126736",0
"LOC111124903",0
"LOC111123061",0
"LOC111124294",0
"LOC111126883",0
"LOC111124669",0
"LOC111122588",0
"LOC111126220",0
"LOC111123776",0
"LOC111125238",0
"LOC111125240",0
"LOC111125241",0
"LOC111126298",0
"LOC111122727",0
"LOC111122809",0
"LOC111126032",0
"LOC111120911",0
"LOC111123734",0
"LOC111123735",0
"LOC111122640",0
"LOC111122642",0
"LOC111122641",0
"LOC111122643",0
"LOC111127518",0
"LOC111127517",0
"LOC111120932",0
"LOC111125286",0
"LOC111125287",0
"LOC111126187",0
"LOC111126188",0
"LOC111126186",0
"LOC111126661",0
"LOC111126455",0
"LOC111124298",0
"LOC111126457",0
"LOC111120917",0
"LOC111126391",0
"LOC111126392",0
"LOC111124299",0
"LOC111122837",0
"LOC111122840",0
"LOC111123850",0
"LOC111109763",0
"LOC111123851",0
"LOC111123852",0
"LOC111125757",0
"LOC111126295",0
"LOC111123549",0
"LOC111123882",0
"LOC111123883",0
"LOC111126538",0
"LOC111126156",0
"LOC111124300",0
"LOC111122876",0
"LOC111127124",0
"LOC111123142",0
"LOC111127014",0
"LOC111127219",0
"LOC111124011",0
"LOC111120940",0
"LOC111122853",0
"LOC111126203",0
"LOC111126204",0
"LOC111126996",0
"LOC111124471",0
"LOC111124470",0
"LOC111124472",0
"LOC111124466",0
"LOC111124469",0
"LOC111125962",0
"LOC111110355",0
"LOC111125947",0
"LOC111124301",0
"LOC111125991",0
"LOC111125961",0
"LOC111125973",0
"LOC111125975",0
"LOC111125977",0
"LOC111125979",0
"LOC111125976",0
"LOC111125948",0
"LOC111125988",0
"LOC111125960",0
"LOC111125967",0
"LOC111125963",0
"LOC111125950",0
"LOC111125958",0
"LOC111110063",0
"LOC111125982",0
"LOC111125974",0
"LOC111125987",0
"LOC111125971",0
"LOC111125965",0
"LOC111125956",0
"LOC111125989",0
"LOC111125942",0
"LOC111125957",0
"LOC111125949",0
"LOC111125978",0
"LOC111125992",0
"LOC111125966",0
"LOC111125986",0
"LOC111125952",0
"LOC111125954",0
"LOC111125953",0
"LOC111126782",0
"LOC111124576",0
"LOC111110197",0
"LOC111124575",0
"LOC111123624",0
"LOC111125310",0
"LOC111125311",0
"LOC111124902",0
"LOC111124304",0
"LOC111123877",0
"LOC111126037",0
"LOC111123097",0
"LOC111123151",0
"LOC111123990",0
"LOC111123989",0
"LOC111125223",0
"LOC111126698",0
"LOC111125041",0
"LOC111111262",0
"LOC111125790",0
"LOC111124305",0
"LOC111125539",0
"LOC111126510",0
"LOC111126508",0
"LOC111126511",0
"LOC111127466",0
"LOC111127468",0
"LOC111127465",0
"LOC111124635",0
"LOC111124636",0
"LOC111122566",0
"LOC111126728",0.342235865401271
"LOC111124306",0
"LOC111123594",0
"LOC111125205",0
"LOC111123983",0
"LOC111123982",0
"LOC111123985",0
"LOC111123987",0
"LOC111123988",0
"LOC111123986",0
"LOC111126765",0
"LOC111125769",0
"LOC111125214",0
"LOC111125808",0
"LOC111112207",0
"LOC111125809",0
"LOC111125427",0
"LOC111127173",0
"LOC111126579",0
"LOC111124751",0
"LOC111124750",0.848800114272363
"LOC111126432",0
"LOC111126433",0
"LOC111126863",0
"LOC111111059",0
"LOC111123588",0
"LOC111123586",0
"LOC111123587",0
"LOC111123590",0
"LOC111124526",0
"LOC111124527",0
"LOC111124525",0
"LOC111122491",0
"LOC111125455",0
"LOC111122562",0
"LOC111126418",0
"LOC111126417",0
"LOC111125904",0
"LOC111125910",0
"LOC111123241",0
"LOC111123240",0
"LOC111126021",0
"LOC111123143",0
"LOC111111133",0
"LOC111122584",0
"LOC111127494",0
"LOC111126386",0
"LOC111127495",0
"LOC111123088",0
"LOC111122662",0
"LOC111127291",0
"LOC111127421",0
"LOC111127253",0
"LOC111126705",0
"LOC111125918",0
"LOC111125289",0
"LOC111125123",0
"LOC111126513",0
"LOC111125811",0
"LOC111125814",0
"LOC111125815",0
"LOC111110282",0
"LOC111123098",0
"LOC111123491",0
"LOC111124725",0
"LOC111126200",0
"LOC111124692",0
"LOC111126376",0
"LOC111109745",0
"LOC111110501",0
"LOC111122551",0
"LOC111122550",0
"LOC111125329",0
"LOC111123643",0
"LOC111124311",0
"LOC111124875",0
"LOC111122773",0
"LOC111125576",0
"LOC111111931",0
"LOC111125664",0
"LOC111126975",0
"LOC111127339",0
"LOC111123540",0
"LOC111125404",0
"LOC111127095",0
"LOC111127096",0
"LOC111127475",0
"LOC111125560",0
"LOC111126439",0
"LOC111127562",0
"LOC111124313",0
"LOC111125130",0
"LOC111125131",0
"LOC111123872",0
"LOC111125457",0
"LOC111125456",0
"LOC111126608",0.521435123494013
"LOC111126609",0
"LOC111127026",0
"LOC111126942",0
"LOC111122630",0
"LOC111122629",0
"LOC111126347",0
"LOC111122645",0
"LOC111124315",0
"LOC111124612",0
"LOC111126336",0.527950083377539
"LOC111123409",0
"LOC111125059",0
"LOC111125034",0
"LOC111124316",0
"LOC111126406",0
"LOC111126631",0
"LOC111125095",0
"LOC111125097",0
"LOC111124319",0
"LOC111125396",0
"LOC111125398",0
"LOC111111533",0
"LOC111124320",0
"LOC111124321",0
"LOC111123473",0
"LOC111123471",0
"LOC111124616",0
"LOC111124322",0
"LOC111122703",0
"LOC111122700",0
"LOC111122701",0
"LOC111125117",0
"LOC111124324",0
"LOC111126020",0
"LOC111123840",0
"LOC111112067",0
"LOC111123841",0
"LOC111123836",0
"LOC111123842",0
"LOC111123839",0
"LOC111123837",0
"LOC111122998",0
"LOC111123001",0
"LOC111126223",0
"LOC111126224",0
"LOC111132141",0
"LOC111122836",0
"LOC111127278",0
"LOC111126967",0
"LOC111125225",0
"LOC111124327",0
"LOC111122970",0
"LOC111127477",0
"LOC111124849",0
"LOC111123203",0
"LOC111126195",0
"LOC111124754",0
"LOC111124752",0
"LOC111124753",0
"LOC111127142",0
"LOC111126104",0
"LOC111125838",0
"LOC111125837",0
"LOC111123581",0
"LOC111122789",0
"LOC111125488",0
"LOC111123955",0
"LOC111123743",0
"LOC111121807",0
"LOC111122559",0
"LOC111126363",0
"LOC111127478",0
"LOC111123154",0
"LOC111126078",0
"LOC111126149",0
"LOC111126494",0
"LOC111125142",0
"LOC111125141",0
"LOC111125562",0
"LOC111126377",0
"LOC111125853",0
"LOC111127001",0
"LOC111124843",0
"LOC111127482",0
"LOC111126384",0
"LOC111125932",0
"LOC111123041",0
"LOC111126314",0
"LOC111122984",0
"LOC111122794",0
"LOC111101228",0
"LOC111126491",0
"LOC111124724",0
"LOC111122846",0
"LOC111126040",0
"LOC111126989",0
"LOC111126332",0
"LOC111127374",0
"LOC111125209",0
"LOC111126482",0
"LOC111099102",0
"LOC111126013",0
"LOC111127659",0
"LOC111127559",0
"LOC111122979",0
"LOC111123076",0
"LOC111124894",0
"LOC111133999",0
"LOC111125854",0
"LOC111123682",0
"LOC111122537",0
"LOC111126087",0
"LOC111126506",0
"LOC111127361",0
"LOC111125432",0
"LOC111126531",0
"LOC111127195",0
"LOC111126746",0
"LOC111125875",0
"LOC111125877",0
"LOC111125874",0
"LOC111124838",0
"LOC111127202",0
"LOC111122880",0
"LOC111126644",0
"LOC111125826",0.493839546020399
"LOC111127493",0
"LOC111125386",0
"LOC111125941",0
"LOC111123010",0
"LOC111126163",0
"LOC111133993",0
"LOC111126162",0
"LOC111122663",0
"LOC111126403",0
"LOC111123689",0
"LOC111125720",0
"LOC111123208",0
"LOC111123207",0
"LOC111122847",0
"LOC111134951",0
"LOC111126164",0
"LOC111125897",0
"LOC111125890",0
"LOC111125892",0
"LOC111125895",0
"LOC111125891",0
"LOC111123526",0
"LOC111126369",0
"LOC111126371",0
"LOC111126370",0
"LOC111126368",0
"LOC111126053",0
"LOC111125820",0
"LOC111125567",0
"LOC111126505",0
"LOC111125668",0
"LOC111126103",0
"LOC111126277",0
"LOC111126278",0
"LOC111124746",0
"LOC111124745",0
"LOC111123236",0
"LOC111126917",0
"LOC111126091",0
"LOC111122706",0
"LOC111123952",0
"LOC111123951",0
"LOC111126735",0
"LOC111125864",0
"LOC111125866",0
"LOC111125911",0
"LOC111126548",0
"LOC111127106",0
"LOC111127089",0
"LOC111126979",0
"LOC111122962",0
"LOC111126289",0
"LOC111126918",0
"LOC111122669",0
"LOC111125232",0
"LOC111125210",0
"LOC111125211",0
"LOC111126292",0
"LOC111126291",0
"LOC111126968",0
"LOC111127103",0
"LOC111122819",0
"LOC111126051",0
"LOC111124021",0
"LOC111124022",0
"LOC111124334",0
"LOC111127008",0
"LOC111122725",0
"LOC111126722",0
"LOC111126721",0
"LOC111122707",0
"LOC111124704",0
"LOC111124703",0
"LOC111125846",0
"LOC111124634",0
"LOC111127060",0
"LOC111124657",0
"LOC111122815",0
"LOC111122814",0
"LOC111126296",0
"LOC111125402",0
"LOC111125403",0
"LOC111125401",0
"LOC111123214",0
"LOC111127288",0
"LOC111125621",0
"LOC111125622",0
"LOC111124335",0
"LOC111124651",0
"LOC111124654",0
"LOC111124653",0
"LOC111126836",0
"LOC111124336",0
"LOC111126837",0
"LOC111126835",0
"LOC111124337",0
"LOC111124631",0
"LOC111126192",0
"LOC111125100",0
"LOC111133146",0
"LOC111124168",0
"LOC111127422",0
"LOC111122600",0
"LOC111123778",0
"LOC111123814",0
"LOC111127067",0
"LOC111123867",0
"LOC111123854",0
"LOC111123861",0
"LOC111123856",0
"LOC111123864",0
"LOC111123857",0
"LOC111123866",0
"LOC111123858",0
"LOC111123863",0
"LOC111123855",0
"LOC111123860",0
"LOC111124345",0
"LOC111126177",0
"LOC111126080",0
"LOC111126082",0
"LOC111126081",0
"LOC111126055",0
"LOC111126050",0
"LOC111122967",0
"LOC111123102",0
"LOC111125572",0
"LOC111125573",0
"LOC111106186",0
"LOC111125574",0
"LOC111125807",0
"LOC111126107",0
"LOC111126106",0
"LOC111127245",0
"LOC111126100",0
"LOC111122867",0
"LOC111126132",0
"LOC111125132",0
"LOC111124346",0
"LOC111125189",0
"LOC111125188",0
"LOC111122988",0
"LOC111127415",0
"LOC111127021",0
"LOC111136839",0
"LOC111127022",0
"LOC111125198",0
"LOC111125202",0
"LOC111125199",0
"LOC111124649",0
"LOC111123535",0
"LOC111124758",0
"LOC111127109",0
"LOC111124759",0
"LOC111124757",0
"LOC111127138",0
"LOC111123885",0
"LOC111123886",0
"LOC111124351",0
"LOC111123845",0
"LOC111123198",0
"LOC111123199",0
"LOC111121381",0
"LOC111125459",0
"LOC111124352",0
"LOC111122684",0
"LOC111126123",0
"LOC111125061",0
"LOC111122527",0
"LOC111125297",0
"LOC111125298",0
"LOC111124790",0
"LOC111125801",0
"LOC111125779",0
"LOC111124744",0
"LOC111124742",0
"LOC111123666",0
"LOC111123665",0
"LOC111126118",0
"LOC111122902",0
"LOC111124916",0
"LOC111124915",0
"LOC111127513",0
"LOC111123467",0
"LOC111123515",0
"LOC111123081",0
"LOC111125385",0
"LOC111103459",0
"LOC111125384",0
"LOC111123998",0
"LOC111123999",0
"LOC111122739",0
"LOC111122649",0
"LOC111122652",0
"LOC111122651",0
"LOC111122650",0
"LOC111103348",0
"LOC111124676",0
"LOC111124674",0
"LOC111124675",0
"LOC111124019",0
"LOC111125291",0
"LOC111125290",0
"LOC111123938",0
"LOC111126131",0
"LOC111123768",0
"LOC111126159",0
"LOC111126316",0
"LOC111126330",0
"LOC111132855",0
"LOC111122922",0
"LOC111126398",0
"LOC111124872",0
"LOC111101764",0
"LOC111124873",0
"LOC111127439",0
"LOC111127443",0
"LOC111126830",0
"LOC111126401",0
"LOC111125129",0
"LOC111123155",0
"LOC111124479",0
"LOC111124008",0
"LOC111124010",0
"LOC111127431",0
"LOC111132126",0
"LOC111126865",0
"LOC111123357",0
"LOC111124357",0
"LOC111122871",0
"LOC111123069",0
"LOC111106215",0
"LOC111123701",0
"LOC111123705",0
"LOC111123710",0
"LOC111123706",0
"LOC111123703",0
"LOC111124358",0
"LOC111123714",0
"LOC111123702",0
"LOC111123700",0
"LOC111127200",0
"LOC111126231",0
"LOC111106222",0
"LOC111126641",0
"LOC111126643",0
"LOC111126642",0
"LOC111123080",0
"LOC111125631",0
"LOC111125632",0
"LOC111124699",0
"LOC111124698",0
"LOC111126625",0
"LOC111126626",0
"LOC111126741",0.616121619013753
"LOC111125078",0
"LOC111125080",0
"LOC111125077",0
"LOC111125079",0
"LOC111124991",0
"LOC111124359",0
"LOC111123804",0
"LOC111111673",0
"LOC111123805",0
"LOC111126339",0
"LOC111124996",0
"LOC111124993",0
"LOC111125499",0
"LOC111125504",0
"LOC111125524",0
"LOC111125502",0
"LOC111125523",0
"LOC111125498",0
"LOC111125503",0
"LOC111125520",0
"LOC111125516",0
"LOC111125517",0
"LOC111125501",0
"LOC111125525",0
"LOC111125507",0
"LOC111125522",0
"LOC111125519",0
"LOC111111600",0
