NC_035780.1	23738909	23739045	NC_035780.1	23739026	23739028	54
NC_035780.1	23738909	23739045	NC_035780.1	23739026	23739028	54
NC_035780.1	23738909	23739045	NC_035780.1	23739026	23739028	54
NC_035780.1	23738909	23739045	NC_035780.1	23739026	23739028	54
NC_035780.1	63199975	63202489	NC_035780.1	63202067	63202069	53
NC_035781.1	6355359	6355481	NC_035781.1	6355370	6355372	63
NC_035781.1	6355359	6355481	NC_035781.1	6355370	6355372	63
NC_035781.1	6355359	6355481	NC_035781.1	6355370	6355372	63
NC_035781.1	6355359	6355481	NC_035781.1	6355370	6355372	63
NC_035781.1	6355359	6355481	NC_035781.1	6355370	6355372	63
NC_035781.1	6355359	6355481	NC_035781.1	6355370	6355372	63
NC_035781.1	6355359	6355481	NC_035781.1	6355370	6355372	63
NC_035781.1	6355359	6355481	NC_035781.1	6355370	6355372	63
NC_035781.1	6355359	6355481	NC_035781.1	6355370	6355372	63
NC_035781.1	6355359	6355481	NC_035781.1	6355370	6355372	63
NC_035781.1	12991010	12991160	NC_035781.1	12991078	12991080	73
NC_035781.1	24176871	24177040	NC_035781.1	24176909	24176911	50
NC_035781.1	30623677	30624051	NC_035781.1	30623781	30623783	60
NC_035781.1	40743338	40743404	NC_035781.1	40743361	40743363	55
NC_035781.1	53496269	53497083	NC_035781.1	53496698	53496700	-63
NC_035781.1	53496269	53497083	NC_035781.1	53496698	53496700	-63
NC_035781.1	53496269	53497083	NC_035781.1	53496698	53496700	-63
NC_035781.1	53496269	53497083	NC_035781.1	53496698	53496700	-63
NC_035782.1	7795403	7795527	NC_035782.1	7795433	7795435	62
NC_035782.1	13781327	13781629	NC_035782.1	13781514	13781516	-67
NC_035782.1	13781327	13781629	NC_035782.1	13781542	13781544	-71
NC_035782.1	13808642	13808770	NC_035782.1	13808717	13808719	-58
NC_035782.1	20986938	20987094	NC_035782.1	20987050	20987052	-58
NC_035782.1	40315658	40317010	NC_035782.1	40315943	40315945	-59
NC_035782.1	40315658	40316154	NC_035782.1	40315943	40315945	-59
NC_035782.1	40315658	40316154	NC_035782.1	40315943	40315945	-59
NC_035782.1	40880830	40880972	NC_035782.1	40880863	40880865	63
NC_035782.1	40880830	40880972	NC_035782.1	40880863	40880865	63
NC_035782.1	40880830	40880972	NC_035782.1	40880863	40880865	63
NC_035782.1	40880830	40880972	NC_035782.1	40880863	40880865	63
NC_035782.1	40880830	40880972	NC_035782.1	40880863	40880865	63
NC_035782.1	40880830	40880972	NC_035782.1	40880863	40880865	63
NC_035782.1	40880830	40880972	NC_035782.1	40880863	40880865	63
NC_035782.1	40880830	40880972	NC_035782.1	40880863	40880865	63
NC_035782.1	40880830	40880972	NC_035782.1	40880863	40880865	63
NC_035782.1	40880830	40880972	NC_035782.1	40880863	40880865	63
NC_035782.1	58926828	58928026	NC_035782.1	58927745	58927747	-51
NC_035782.1	64525062	64525220	NC_035782.1	64525211	64525213	50
NC_035782.1	68613906	68614061	NC_035782.1	68614005	68614007	57
NC_035782.1	71109946	71110184	NC_035782.1	71110105	71110107	66
NC_035784.1	494503	500964	NC_035784.1	496226	496228	-58
NC_035784.1	36796965	36797045	NC_035784.1	36797029	36797031	-51
NC_035784.1	37712711	37713112	NC_035784.1	37712895	37712897	-50
NC_035784.1	37712711	37713112	NC_035784.1	37712895	37712897	-50
NC_035784.1	37712711	37713112	NC_035784.1	37712895	37712897	-50
NC_035784.1	37712711	37715195	NC_035784.1	37712895	37712897	-50
NC_035784.1	44590677	44590919	NC_035784.1	44590822	44590824	-50
NC_035784.1	48619386	48620574	NC_035784.1	48619805	48619807	-56
NC_035784.1	68684766	68684879	NC_035784.1	68684823	68684825	75
NC_035784.1	68684766	68684879	NC_035784.1	68684823	68684825	75
NC_035784.1	68684766	68684879	NC_035784.1	68684823	68684825	75
NC_035784.1	68684766	68684879	NC_035784.1	68684823	68684825	75
NC_035784.1	68684766	68684879	NC_035784.1	68684823	68684825	75
NC_035784.1	68684766	68684879	NC_035784.1	68684823	68684825	75
NC_035784.1	68684766	68684879	NC_035784.1	68684823	68684825	75
