NC_035781.1	1144874	1152819	NC_035781.1	1151130	1151132	52
NC_035781.1	1350400	1366400	NC_035781.1	1360713	1360715	82
NC_035781.1	1350400	1366400	NC_035781.1	1360770	1360772	73
NC_035781.1	30799383	30817008	NC_035781.1	30803513	30803515	-56
NC_035781.1	30799383	30817008	NC_035781.1	30803531	30803533	-62
NC_035781.1	54154390	54158289	NC_035781.1	54155117	54155119	-61
NC_035781.1	54183608	54210381	NC_035781.1	54189308	54189310	-70
NC_035781.1	57146640	57164102	NC_035781.1	57154332	57154334	-64
NC_035782.1	47966355	47976362	NC_035782.1	47971979	47971981	-54
NC_035782.1	52731841	52773759	NC_035782.1	52754311	52754313	55
NC_035782.1	59555347	59598272	NC_035782.1	59562243	59562245	67
NC_035783.1	20340566	20353587	NC_035783.1	20348268	20348270	-57
NC_035783.1	30796057	30812320	NC_035783.1	30800387	30800389	51
NC_035784.1	430215	443487	NC_035784.1	441435	441437	55
NC_035784.1	1022278	1061925	NC_035784.1	1029079	1029081	56
NC_035784.1	7621973	7657566	NC_035784.1	7656307	7656309	51
NC_035784.1	36474671	36480325	NC_035784.1	36479460	36479462	57
NC_035784.1	39670554	39698907	NC_035784.1	39672107	39672109	-55
NC_035784.1	96285134	96289874	NC_035784.1	96289228	96289230	-56
NC_035786.1	2470022	2484094	NC_035786.1	2472126	2472128	-55
NC_035787.1	55623162	55631418	NC_035787.1	55630835	55630837	-64
NC_035788.1	2450175	2483153	NC_035788.1	2475426	2475428	56
NC_035788.1	38932763	38949267	NC_035788.1	38945818	38945820	-57
NC_035788.1	100968306	101001945	NC_035788.1	100973653	100973655	-61
