NC_035780.1	2934839	2935282	NC_035780.1	2935107	2935109	-50
NC_035780.1	32708805	32708892	NC_035780.1	32708830	32708832	56
NC_035780.1	36253835	36254597	NC_035780.1	36253843	36253845	-52
NC_035780.1	51240028	51242039	NC_035780.1	51241818	51241820	60
NC_035782.1	13812013	13812311	NC_035782.1	13812027	13812029	-61
NC_035782.1	50267161	50268641	NC_035782.1	50267958	50267960	-51
NC_035782.1	58891343	58892627	NC_035782.1	58892504	58892506	-54
NC_035782.1	70132742	70132941	NC_035782.1	70132784	70132786	-62
NC_035783.1	10946594	10948526	NC_035783.1	10946955	10946957	60
NC_035783.1	20969490	20974029	NC_035783.1	20970659	20970661	51
NC_035783.1	45449423	45449758	NC_035783.1	45449470	45449472	66
NC_035784.1	12709565	12710067	NC_035784.1	12709887	12709889	53
NC_035784.1	86883771	86886007	NC_035784.1	86884124	86884126	50
NC_035785.1	16143365	16144142	NC_035785.1	16144008	16144010	50
NC_035785.1	36240601	36241002	NC_035785.1	36240979	36240981	53
NC_035786.1	53584098	53584414	NC_035786.1	53584109	53584111	66
NC_035788.1	42705186	42713582	NC_035788.1	42707737	42707739	-54
NC_035788.1	51481483	51483063	NC_035788.1	51481879	51481881	-59
