"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
317 0.0678633220393863 5 4 "GO:0000287" "magnesium ion binding" 0.797150832065893
113 0.428148364789938 6 6 "GO:0000987;GO:0000976;GO:0044212;GO:1990837;GO:0001067;GO:0035326" "sequence-specific double-stranded DNA binding" 0.946576278770075
-116 0.638133153882543 3 2 "GO:0000995;GO:0140223" "RNA polymerase III general transcription initiation factor activity" 0.960229867710734
-138 0.374378477572499 2 5 "GO:0002161;GO:0052689;GO:0004822" "carboxylic ester hydrolase activity" 0.946576278770075
45 0.19546308916096 2 110 "GO:0003676" "nucleic acid binding" 0.848001066148678
94 0.0477220635839639 2 56 "GO:0003677" "DNA binding" 0.797150832065893
294 0.058630740462633 2 5 "GO:0003678" "DNA helicase activity" 0.797150832065893
82 0.417383044692901 2 12 "GO:0003682" "chromatin binding" 0.946576278770075
-172 0.224892456949069 4 6 "GO:0003684" "damaged DNA binding" 0.870289722811267
153 0.11386091299229 2 13 "GO:0003690" "double-stranded DNA binding" 0.797150832065893
186 0.449669842362465 5 2 "GO:0003697" "single-stranded DNA binding" 0.952035369376781
-18 0.785984014332832 3 28 "GO:0003707" "steroid hormone receptor activity" 0.991028874860109
-10 0.927285267257965 2 11 "GO:0003712" "transcription coregulator activity" 0.991028874860109
168 0.202736135271359 2 7 "GO:0003713" "transcription coactivator activity" 0.848001066148678
-216 0.379732577361298 2 2 "GO:0003714" "transcription corepressor activity" 0.946576278770075
-38 0.49448587263717 4 40 "GO:0003723" "RNA binding" 0.953384897885398
236 0.174443494206498 4 4 "GO:0003724" "RNA helicase activity" 0.848001066148678
271 0.0100000192804601 2 11 "GO:0003735" "structural constituent of ribosome" 0.769316501693165
-265 0.280878644240696 4 2 "GO:0003743;GO:0008135;GO:0090079" "translation factor activity, RNA binding" 0.88378788758997
134 0.201217843295552 3 11 "GO:0003755;GO:0016859" "peptidyl-prolyl cis-trans isomerase activity" 0.848001066148678
-250 0.212824953080918 8 3 "GO:0003777;GO:0003774" "microtubule motor activity" 0.860829287834758
-206 0.117697664240928 3 7 "GO:0003779" "actin binding" 0.797150832065893
-47 0.570519698997004 4 18 "GO:0003887;GO:0034061" "DNA polymerase activity" 0.960229867710734
-14 0.877113535281407 4 14 "GO:0003899;GO:0034062;GO:0097747" "5'-3' RNA polymerase activity" 0.991028874860109
12 0.96175670237814 2 2 "GO:0003906" "DNA-(apurinic or apyrimidinic site) endonuclease activity" 0.991028874860109
-104 0.604806666698027 4 3 "GO:0003910;GO:0003909;GO:0016886" "DNA ligase (ATP) activity" 0.960229867710734
-108 0.53323354705713 3 4 "GO:0003917;GO:0003916" "DNA topoisomerase activity" 0.960229867710734
68 0.497791326582841 7 12 "GO:0003924" "GTPase activity" 0.953384897885398
5 0.968835252035126 2 9 "GO:0003950;GO:0016763" "transferase activity, transferring pentosyl groups" 0.991028874860109
-118 0.632314204870236 4 2 "GO:0003951" "NAD+ kinase activity" 0.960229867710734
38 0.851268419271293 4 3 "GO:0004000;GO:0016814;GO:0019239" "adenosine deaminase activity" 0.991028874860109
-89 0.718750409406099 6 2 "GO:0004020;GO:0004781;GO:0004779" "sulfate adenylyltransferase activity" 0.989208827898424
-93 0.477797387017052 2 7 "GO:0004143" "diacylglycerol kinase activity" 0.953384897885398
11 0.934237001254666 3 7 "GO:0004175" "endopeptidase activity" 0.991028874860109
-148 0.546551200901615 5 2 "GO:0004190;GO:0070001" "aspartic-type peptidase activity" 0.960229867710734
223 0.363352748989276 2 2 "GO:0004252" "serine-type endopeptidase activity" 0.946576278770075
-297 0.225905684725883 4 2 "GO:0004337;GO:0004659" "geranyltranstransferase activity" 0.870289722811267
165 0.50138671126041 3 2 "GO:0004349;GO:0016774;GO:0019202;GO:0004350" "phosphotransferase activity, carboxyl group as acceptor" 0.953384897885398
219 0.37203290946218 2 2 "GO:0004376;GO:0000030" "glycolipid mannosyltransferase activity" 0.946576278770075
119 0.0584040569868345 3 31 "GO:0004386;GO:0042623" "ATPase activity, coupled" 0.797150832065893
295 0.229839961349707 3 2 "GO:0004396;GO:0019200;GO:0005536" "glucose binding" 0.870289722811267
-146 0.266119614337921 2 7 "GO:0004407;GO:0016811;GO:0033558;GO:0019213" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides" 0.882882166752761
43 0.829117430425881 2 3 "GO:0004448" "isocitrate dehydrogenase activity" 0.991028874860109
-145 0.556093839389661 3 2 "GO:0004450" "isocitrate dehydrogenase (NADP+) activity" 0.960229867710734
40 0.84082867929528 2 3 "GO:0004497" "monooxygenase activity" 0.991028874860109
68 0.303713214928707 4 28 "GO:0004518" "nuclease activity" 0.924789676917748
142 0.140876654604638 2 13 "GO:0004519" "endonuclease activity" 0.797150832065893
546 0.0260779863655424 4 2 "GO:0004523" "RNA-DNA hybrid ribonuclease activity" 0.769316501693165
111 0.47610601035904 4 5 "GO:0004535;GO:0000175;GO:0016896;GO:0004532;GO:0016796" "exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 0.953384897885398
